"","VisitID","VisitDate","ProjName","AreaName","AreaCode","Comments","Recorder","Authority","SearchTime","Latitude","Longitude","GroupName","Stream cross sectional area","Water Temperature","Air Temp.","Water pH","Conductivity","Water Condition","Stream Flow","Precipitation Last 48 Hours","Weather","Turbidity (NTU)","Turbidity (cm)","Stream Stage","Water Condition_1","Conductivity_1","Stream Flow_1","Precipitation Last 48 Hours_1","Weather_1","Water Temperature_1","Air Temp._1","Water pH_1","Turbidity (cm)_1","Stream cross sectional area_1","Stream Velocity","Turbidity (NTU)_1","Stream Velocity_1","Stream Stage_1","Turbidity (NTU)_2","Turbidity (cm)_2","Water pH_2","Conductivity_2","Water Condition_2","Stream Flow_2","Weather_2","Stream Velocity_2","Stream cross sectional area_2","Water Temperature_2","Air Temp._2","Precipitation Last 48 Hours_2","Weather Description","Weather Description_1","Precipitation","The Location Name","Silt/Clay (<0.05 mm)","Sand (<2 mm)","Very Fine Gravel (2-4 mm)","Fine Gravel (5-8 mm)","Medium Gravel (9-16 mm)","Coarse Gravel (17-32 mm)","Very Coarse Gravel (33-64 mm)","Small Cobble (65-90 mm)","Medium Cobble (91-128 mm)","Large Cobble (129-180 mm)","Very Large Cobble (181-255 mm)","Small Boulder (256-512 mm)","Medium Boulder (513-1024 mm)","Large Boulder (1025-2048 mm)","Very Large Boulder (>2048 mm)","Bedrock","Woody Debris","Study Reach (feet)","Total Count","Study Reach (meters)","Small Boulder (256-512 mm)_1","Very Large Cobble (181-255 mm)_1","Large Cobble (129-180 mm)_1","Medium Cobble (91-128 mm)_1","Small Cobble (65-90 mm)_1","Very Coarse Gravel (33-64 mm)_1","Coarse Gravel (17-32 mm)_1","Medium Gravel (9-16 mm)_1","Very Fine Gravel (2-4 mm)_1","Medium Boulder (513-1024 mm)_1","Bedrock_1","Very Large Boulder (>2048 mm)_1","Large Boulder (1025-2048 mm)_1","Woody Debris_1","Total Pebbles Counted","Silt/Clay (<0.05 mm)_1","Sand (<2 mm)_1","Fine Gravel (5-8 mm)_1","Additional Comments","Additional Comments_1","Additional Comments_2","Additional Comments_3","Additional Comments_4","Total Count_1","Study Reach (feet)_1","Precipitation_1","Stream Stage_2","Weather Description_2","Precipitation_2","Comments_1","Study Reach (meters)_1","Distance measured - every 30","Stage from bridge","Stage"
"30",1444994,2014-03-04,"Trout Unlimited WV-VA Water Quality Monitoring Project","MATHRU001","MATHRU001","Collected Initial water sample 6 Mar 2014","Pamela Byrne","Pamela Byrne",19,38.910494,-79.896203,NA,34.4,33,37,5.5,48.35,"Clear","High","Light","Sunny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",1445046,2014-03-22,"Trout Unlimited WV-VA Water Quality Monitoring Project","WHITCR001","WHITCR001",NA,"Elizabeth Slavensky","Elizabeth Slavensky",4,39.48,-79.99,NA,NA,49.8,64.7,5,63.45,"Clear","Normal","Light","Sunny",3,1.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",1445072,2014-03-30,"Trout Unlimited WV-VA Water Quality Monitoring Project","DUNLCR001","DUNLCR001",NA,"Frank Mauritz II","Jaimie Holmes",0,37.9319,-81.1256,NA,NA,43.8,48.2,6,276,"Muddy","High","Heavy","Sunny",6,76,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",1445073,2014-03-30,"Trout Unlimited WV-VA Water Quality Monitoring Project","DUNLCR002","DUNLCR002",NA,"Frank Mauritz II","Jaimie Holmes",0,37.948983,-81.079412,NA,NA,44.9,48.5,6,245,"Muddy","High","Heavy","Sunny",6,69,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",1445074,2014-02-02,"Trout Unlimited WV-VA Water Quality Monitoring Project","DUNLCR002","DUNLCR002",NA,"Frank Mauritz II","Jaimie Holmes",0,37.948983,-81.079412,NA,NA,41.3,40.2,6.5,427,"Clear","Normal","Moderate","Raining",3,120,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",1445075,2014-03-05,"Trout Unlimited WV-VA Water Quality Monitoring Project","DUNLCR002","DUNLCR002",NA,"Frank Mauritz II","Jaimie Holmes",0,37.948983,-81.079412,NA,NA,38.4,36.3,6,271,"Clear","High","Heavy","Cloudy",3,120,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",1445087,2014-03-29,"Trout Unlimited WV-VA Water Quality Monitoring Project","LOOPCR002","LOOPCR002",NA,"Larry Orr","Jaimie Holmes",90,38.0202638,-81.2487709,NA,153,46.8,55,7.5,497,"Clear","Normal","Heavy","Raining",2,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",1445131,2014-04-04,"Trout Unlimited WV-VA Water Quality Monitoring Project","BOYDRU001","BOYDRU001",NA,"Carol Nix","Jaimie Holmes",45,39.498211,-79.875381,NA,9,49,74,7.5,66.8,"Cloudy/Off Color","High","Moderate","Sunny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",1445167,2014-04-06,"Trout Unlimited WV-VA Water Quality Monitoring Project","WHITCR001","WHITCR001",NA,"Elizabeth Slavensky","Elizabeth Slavensky",0,39.48,-79.99,NA,NA,48.5,65.8,5,61.7,"Clear","Normal","Trace","Sunny",3,120,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",1445202,2014-04-08,"Trout Unlimited WV-VA Water Quality Monitoring Project","PANTCR001","PANTCR001",NA,"Jerry Gladwell","Jaimie Holmes",60,38.267782,-80.672704,NA,20.79,45.6,51,5.5,39.3,"Clear","High","Moderate","Cloudy",NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",1445224,2013-10-15,"Trout Unlimited WV-VA Water Quality Monitoring Project","ENGIRU001","ENGIRU001",NA,"Jaimie Holmes","Jaimie Holmes",0,39.1065,-79.48522,NA,2.482,55,68.1,3.5,40.6,"Clear","Normal","Trace","Sunny",3,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",1445225,2014-04-13,"Trout Unlimited WV-VA Water Quality Monitoring Project","FALLRU001","FALLRU001",NA,"Jaimie Holmes","Jaimie Holmes",0,39.14212,-79.50671,NA,1.38,42.2,65.8,4,33.6,"Clear","Normal","Light","Sunny",3,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",1445226,2014-04-13,"Trout Unlimited WV-VA Water Quality Monitoring Project","ENGIRU001","ENGIRU001",NA,"Jaimie Holmes","Jaimie Holmes",0,39.1065,-79.48522,NA,11.229,44.4,64.7,4,39.45,"Clear","Normal","Light","Sunny",3,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",1445227,2014-04-13,"Trout Unlimited WV-VA Water Quality Monitoring Project","SHAYRU002","SHAYRU002",NA,"Jaimie Holmes","Jaimie Holmes",0,39.10539,-79.49892,NA,12.408,46.7,64.5,4,42.65,"Clear","Normal","Light","Sunny",3,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",1445228,2014-04-13,"Trout Unlimited WV-VA Water Quality Monitoring Project","SHAYRU001","SHAYRU001",NA,"Jaimie Holmes","Jaimie Holmes",0,39.10004,-79.50217,NA,2.6875,46.9,68.3,4,49,"Clear","Normal","Light","Sunny",3,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",1445229,2014-04-13,"Trout Unlimited WV-VA Water Quality Monitoring Project","LINDRU001","LINDRU001",NA,"Jaimie Holmes","Jaimie Holmes",0,39.0974,-79.52267,NA,5.85,47.3,68.3,4,43,"Clear","Normal","Light","Sunny",3,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",1445231,2014-04-13,"Trout Unlimited WV-VA Water Quality Monitoring Project","YELLCR001","YELLCR001",NA,"Jaimie Holmes","Jaimie Holmes",0,39.1435,-79.42773,NA,7.37,57.2,69,4,20.8,"Clear","Normal","Light","Sunny",3,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",1445305,2014-04-18,"Trout Unlimited WV-VA Water Quality Monitoring Project","LOOPCR002","LOOPCR002",NA,"Paula Clem","Jaimie Holmes",0,38.0202638,-81.2487709,NA,13.41,49.4,63.3,7.5,445,"Clear","Normal","None","Cloudy",NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",1446688,2014-04-17,"Trout Unlimited WV-VA Water Quality Monitoring Project","POWECR001","POWECR001",NA,"Larry Orr","Jaimie Holmes",30,38.464047,-80.772407,NA,13,48,60,7.9,495,"Clear","High","None","Sunny",3,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",1446724,2014-04-20,"Trout Unlimited WV-VA Water Quality Monitoring Project","BOYDRU001","BOYDRU001",NA,"Carol Nix","Jaimie Holmes",45,39.498211,-79.875381,NA,5.23,55,65,7.5,61.3,"Clear","Normal",NA,"Sunny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",1446726,2014-04-19,"Trout Unlimited WV-VA Water Quality Monitoring Project","WHITRU001","WHITRU001",NA,"Jaimie Holmes","Jaimie Holmes",0,38.85014,-79.4871,NA,8.432,57.5,63,5.5,155.5,"Clear","Normal","None","Sunny",3,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",1446727,2014-04-19,"Trout Unlimited WV-VA Water Quality Monitoring Project","SENECR001","SENECR001",NA,"Jaimie Holmes","Jaimie Holmes",0,38.84945,-79.48681,NA,20.962,56,73,5.75,229,"Clear","High","None","Sunny",3,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",1446728,2014-04-20,"Trout Unlimited WV-VA Water Quality Monitoring Project","HOPKFO001","HOPKFO001",NA,"Brian McClung","Jaimie Holmes",30,38.058432,-81.615042,NA,25.62,64,74,7,902.5,"Clear","Normal","None","Sunny",3,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",1446729,2014-04-19,"Trout Unlimited WV-VA Water Quality Monitoring Project","HORSRU001","HORSRU001",NA,"Jaimie Holmes","Jaimie Holmes",0,38.86398,-79.45479,NA,11.9925,49.2,59.3,6.75,142.75,"Clear","High","None","Cloudy",3,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",1446730,2014-04-19,"Trout Unlimited WV-VA Water Quality Monitoring Project","BRUSRU001","BRUSRU001",NA,"Jaimie Holmes","Jaimie Holmes",0,38.84138,-79.41505,NA,NA,49.8,59.5,6,91.85,"Clear","High","None","Cloudy",3,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",1446731,2014-04-20,"Trout Unlimited WV-VA Water Quality Monitoring Project","SANDCR001","SANDCR001",NA,"Brian McClung","Jaimie Holmes",30,38.085346,-81.651232,NA,8.05,64.5,75,6,961.5,"Clear","Normal","None","Sunny",3,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",1446743,2014-04-17,"Trout Unlimited WV-VA Water Quality Monitoring Project","MATHRU001","MATHRU001",NA,"Pamela Byrne","Jaimie Holmes",15,38.910494,-79.896203,NA,1.2,54.3,60,5,59.5,"Clear","Normal","None","Sunny",3,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",1446744,2014-04-17,"Trout Unlimited WV-VA Water Quality Monitoring Project","WHIMRU001","WHIMRU001",NA,"Pamela Byrne","Jaimie Holmes",20,38.885153,-79.88335,NA,0.392,58,74,5.5,102.15,"Clear","Normal","None","Sunny",3,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",1446781,2014-04-08,"Trout Unlimited WV-VA Water Quality Monitoring Project","IRISRU001","IRISRU001",NA,"Garrett Richardson","Jaimie Holmes",1650,39.42011,-79.57922,NA,5.168,47.1,56.8,5.25,69.95,"Clear","Normal","Trace","Cloudy",3,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",1446782,2014-04-08,"Trout Unlimited WV-VA Water Quality Monitoring Project","BUCKRU001","BUCKRU001",NA,"Jaimie Holmes","Jaimie Holmes",1740,39.39291,-79.59565,NA,5.025,46.5,52.7,5.25,50.95,"Clear","Normal","Trace","Cloudy",3.5,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",1446783,2014-04-08,"Trout Unlimited WV-VA Water Quality Monitoring Project","LIBURU001","LIBURU001","Some recent logging activity around site downed logs and saw dust visible on banks.","Garrett Richardson",NA,1900,39.41336,-79.58524,NA,1.622,46,47.6,5.25,43.45,"Clear","Normal","Trace","Cloudy",3.5,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",1446784,2014-04-08,"Trout Unlimited WV-VA Water Quality Monitoring Project","WOLFRU001","WOLFRU001",NA,"Garrett Richardson","Jaimie Holmes",1814,39.38407,-79.60046,NA,2.7063,45.8,49.2,5,42.65,"Clear","Normal","Trace","Cloudy",3,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
